"CurrencyRateID","CurrencyRateDate","FromCurrencyCode","ToCurrencyCode","AverageRate","EndOfDayRate","ModifiedDate"
"761","7/28/2011 12:00:00 AM","USD","EUR","0.9678","0.9681","7/28/2011 12:00:00 AM"
"762","7/28/2011 12:00:00 AM","USD","FRF","6.3487","6.3489","7/28/2011 12:00:00 AM"
"763","7/28/2011 12:00:00 AM","USD","GBP","0.6069","0.6071","7/28/2011 12:00:00 AM"
"764","7/28/2011 12:00:00 AM","USD","JPY","106.0610","106.0860","7/28/2011 12:00:00 AM"
"765","7/28/2011 12:00:00 AM","USD","MXN","9.5220","9.5229","7/28/2011 12:00:00 AM"
"766","7/28/2011 12:00:00 AM","USD","SAR","3.7504","3.7585","7/28/2011 12:00:00 AM"
"767","7/28/2011 12:00:00 AM","USD","VEB","651.7500","651.7500","7/28/2011 12:00:00 AM"
"768","7/29/2011 12:00:00 AM","USD","ARS","0.9999","0.9990","7/29/2011 12:00:00 AM"
"769","7/29/2011 12:00:00 AM","USD","AUD","1.5187","1.5185","7/29/2011 12:00:00 AM"
"770","7/29/2011 12:00:00 AM","USD","BRL","1.8290","1.8210","7/29/2011 12:00:00 AM"
"771","7/29/2011 12:00:00 AM","USD","CAD","1.4540","1.4535","7/29/2011 12:00:00 AM"
"772","7/29/2011 12:00:00 AM","USD","CNY","8.2804","8.2803","7/29/2011 12:00:00 AM"
"773","7/29/2011 12:00:00 AM","USD","DEM","1.8978","1.8976","7/29/2011 12:00:00 AM"
"774","7/29/2011 12:00:00 AM","USD","EUR","0.9704","0.9697","7/29/2011 12:00:00 AM"
"775","7/29/2011 12:00:00 AM","USD","FRF","6.3651","6.3646","7/29/2011 12:00:00 AM"
"776","7/29/2011 12:00:00 AM","USD","GBP","0.6070","0.6065","7/29/2011 12:00:00 AM"
"777","7/29/2011 12:00:00 AM","USD","JPY","105.9700","105.9000","7/29/2011 12:00:00 AM"
"778","7/29/2011 12:00:00 AM","USD","MXN","9.5427","9.5410","7/29/2011 12:00:00 AM"
"779","7/29/2011 12:00:00 AM","USD","SAR","3.7504","3.7484","7/29/2011 12:00:00 AM"
"780","7/29/2011 12:00:00 AM","USD","VEB","652.6499","652.5599","7/29/2011 12:00:00 AM"
"781","7/30/2011 12:00:00 AM","USD","ARS","0.9998","1.0003","7/30/2011 12:00:00 AM"
"782","7/30/2011 12:00:00 AM","USD","AUD","1.4998","1.5003","7/30/2011 12:00:00 AM"
"783","7/30/2011 12:00:00 AM","USD","BRL","1.8129","1.8149","7/30/2011 12:00:00 AM"
"784","7/30/2011 12:00:00 AM","USD","CAD","1.4508","1.4552","7/30/2011 12:00:00 AM"
"785","7/30/2011 12:00:00 AM","USD","CNY","8.2805","8.2815","7/30/2011 12:00:00 AM"
"786","7/30/2011 12:00:00 AM","USD","DEM","1.9075","1.9077","7/30/2011 12:00:00 AM"
"787","7/30/2011 12:00:00 AM","USD","EUR","0.9752","0.9758","7/30/2011 12:00:00 AM"
"788","7/30/2011 12:00:00 AM","USD","FRF","6.3975","6.3977","7/30/2011 12:00:00 AM"
"789","7/30/2011 12:00:00 AM","USD","GBP","0.6075","0.6076","7/30/2011 12:00:00 AM"
"790","7/30/2011 12:00:00 AM","USD","JPY","106.1500","106.2000","7/30/2011 12:00:00 AM"
"791","7/30/2011 12:00:00 AM","USD","MXN","9.4849","9.4920","7/30/2011 12:00:00 AM"
"792","7/30/2011 12:00:00 AM","USD","SAR","3.7504","3.7530","7/30/2011 12:00:00 AM"
"793","7/30/2011 12:00:00 AM","USD","VEB","652.5000","652.5299","7/30/2011 12:00:00 AM"
"794","7/31/2011 12:00:00 AM","USD","ARS","0.9992","0.9989","7/31/2011 12:00:00 AM"
"795","7/31/2011 12:00:00 AM","USD","AUD","1.5015","1.5004","7/31/2011 12:00:00 AM"
"796","7/31/2011 12:00:00 AM","USD","BRL","1.8049","1.8000","7/31/2011 12:00:00 AM"
"797","7/31/2011 12:00:00 AM","USD","CAD","1.4500","1.4421","7/31/2011 12:00:00 AM"
"798","7/31/2011 12:00:00 AM","USD","CNY","8.2805","8.2797","7/31/2011 12:00:00 AM"
"799","7/31/2011 12:00:00 AM","USD","DEM","1.9285","1.9276","7/31/2011 12:00:00 AM"
"800","7/31/2011 12:00:00 AM","USD","EUR","0.9859","0.9857","7/31/2011 12:00:00 AM"
"801","7/31/2011 12:00:00 AM","USD","FRF","6.4679","6.4679","7/31/2011 12:00:00 AM"
"802","7/31/2011 12:00:00 AM","USD","GBP","0.6119","0.6115","7/31/2011 12:00:00 AM"
"803","7/31/2011 12:00:00 AM","USD","JPY","105.7940","105.7590","7/31/2011 12:00:00 AM"
"804","7/31/2011 12:00:00 AM","USD","MXN","9.4299","9.4220","7/31/2011 12:00:00 AM"
"805","7/31/2011 12:00:00 AM","USD","SAR","3.7503","3.7460","7/31/2011 12:00:00 AM"
"806","7/31/2011 12:00:00 AM","USD","VEB","651.8500","651.8099","7/31/2011 12:00:00 AM"
"807","8/1/2011 12:00:00 AM","USD","ARS","0.9992","0.9996","8/1/2011 12:00:00 AM"
"808","8/1/2011 12:00:00 AM","USD","AUD","1.5038","1.5044","8/1/2011 12:00:00 AM"
"809","8/1/2011 12:00:00 AM","USD","BRL","1.8049","1.8140","8/1/2011 12:00:00 AM"
"810","8/1/2011 12:00:00 AM","USD","CAD","1.4500","1.4515","8/1/2011 12:00:00 AM"
"811","8/1/2011 12:00:00 AM","USD","CNY","8.2805","8.2809","8/1/2011 12:00:00 AM"
"812","8/1/2011 12:00:00 AM","USD","DEM","1.9296","1.9303","8/1/2011 12:00:00 AM"
"813","8/1/2011 12:00:00 AM","USD","EUR","0.9866","0.9875","8/1/2011 12:00:00 AM"
"814","8/1/2011 12:00:00 AM","USD","FRF","6.4715","6.4721","8/1/2011 12:00:00 AM"
"815","8/1/2011 12:00:00 AM","USD","GBP","0.6116","0.6118","8/1/2011 12:00:00 AM"
"816","8/1/2011 12:00:00 AM","USD","JPY","106.0800","106.1240","8/1/2011 12:00:00 AM"
"817","8/1/2011 12:00:00 AM","USD","MXN","9.4299","9.4369","8/1/2011 12:00:00 AM"
"818","8/1/2011 12:00:00 AM","USD","SAR","3.7503","3.7519","8/1/2011 12:00:00 AM"
"819","8/1/2011 12:00:00 AM","USD","VEB","651.8500","651.9099","8/1/2011 12:00:00 AM"
"820","8/2/2011 12:00:00 AM","USD","ARS","0.9992","0.9990","8/2/2011 12:00:00 AM"
"821","8/2/2011 12:00:00 AM","USD","AUD","1.5025","1.5020","8/2/2011 12:00:00 AM"
"822","8/2/2011 12:00:00 AM","USD","BRL","1.8049","1.8049","8/2/2011 12:00:00 AM"
"823","8/2/2011 12:00:00 AM","USD","CAD","1.4502","1.4410","8/2/2011 12:00:00 AM"
"824","8/2/2011 12:00:00 AM","USD","CNY","8.2805","8.2797","8/2/2011 12:00:00 AM"
"825","8/2/2011 12:00:00 AM","USD","DEM","1.9289","1.9283","8/2/2011 12:00:00 AM"
"826","8/2/2011 12:00:00 AM","USD","EUR","0.9861","0.9859","8/2/2011 12:00:00 AM"
"827","8/2/2011 12:00:00 AM","USD","FRF","6.4692","6.4688","8/2/2011 12:00:00 AM"
"828","8/2/2011 12:00:00 AM","USD","GBP","0.6116","0.6109","8/2/2011 12:00:00 AM"
"829","8/2/2011 12:00:00 AM","USD","JPY","105.9060","105.8540","8/2/2011 12:00:00 AM"
"830","8/2/2011 12:00:00 AM","USD","MXN","9.4299","9.4269","8/2/2011 12:00:00 AM"
"831","8/2/2011 12:00:00 AM","USD","SAR","3.7503","3.7450","8/2/2011 12:00:00 AM"
"832","8/2/2011 12:00:00 AM","USD","VEB","651.8500","651.8400","8/2/2011 12:00:00 AM"
"833","8/3/2011 12:00:00 AM","USD","ARS","0.9999","1.0004","8/3/2011 12:00:00 AM"
"834","8/3/2011 12:00:00 AM","USD","AUD","1.5041","1.5045","8/3/2011 12:00:00 AM"
"835","8/3/2011 12:00:00 AM","USD","BRL","1.7940","1.8000","8/3/2011 12:00:00 AM"
"836","8/3/2011 12:00:00 AM","USD","CAD","1.4501","1.4600","8/3/2011 12:00:00 AM"
"837","8/3/2011 12:00:00 AM","USD","CNY","8.2800","8.2809","8/3/2011 12:00:00 AM"
"838","8/3/2011 12:00:00 AM","USD","DEM","1.9340","1.9346","8/3/2011 12:00:00 AM"
"839","8/3/2011 12:00:00 AM","USD","EUR","0.9889","0.9899","8/3/2011 12:00:00 AM"
"840","8/3/2011 12:00:00 AM","USD","FRF","6.4866","6.4877","8/3/2011 12:00:00 AM"
"841","8/3/2011 12:00:00 AM","USD","GBP","0.6128","0.6128","8/3/2011 12:00:00 AM"
"842","8/3/2011 12:00:00 AM","USD","JPY","104.8960","104.8960","8/3/2011 12:00:00 AM"
"843","8/3/2011 12:00:00 AM","USD","MXN","9.4290","9.4339","8/3/2011 12:00:00 AM"
"844","8/3/2011 12:00:00 AM","USD","SAR","3.7504","3.7536","8/3/2011 12:00:00 AM"
"845","8/3/2011 12:00:00 AM","USD","VEB","652.2500","652.2899","8/3/2011 12:00:00 AM"
"846","8/4/2011 12:00:00 AM","USD","ARS","0.9999","0.9990","8/4/2011 12:00:00 AM"
"847","8/4/2011 12:00:00 AM","USD","AUD","1.5017","1.5012","8/4/2011 12:00:00 AM"
"848","8/4/2011 12:00:00 AM","USD","BRL","1.7929","1.7880","8/4/2011 12:00:00 AM"
"849","8/4/2011 12:00:00 AM","USD","CAD","1.4507","1.4409","8/4/2011 12:00:00 AM"
"850","8/4/2011 12:00:00 AM","USD","CNY","8.2800","8.2791","8/4/2011 12:00:00 AM"
"851","8/4/2011 12:00:00 AM","USD","DEM","1.9307","1.9303","8/4/2011 12:00:00 AM"
"852","8/4/2011 12:00:00 AM","USD","EUR","0.9870","0.9862","8/4/2011 12:00:00 AM"
"853","8/4/2011 12:00:00 AM","USD","FRF","6.4752","6.4749","8/4/2011 12:00:00 AM"
"854","8/4/2011 12:00:00 AM","USD","GBP","0.6109","0.6102","8/4/2011 12:00:00 AM"
"855","8/4/2011 12:00:00 AM","USD","JPY","105.7440","105.6930","8/4/2011 12:00:00 AM"
"856","8/4/2011 12:00:00 AM","USD","MXN","9.4183","9.4139","8/4/2011 12:00:00 AM"
"857","8/4/2011 12:00:00 AM","USD","SAR","3.7505","3.7498","8/4/2011 12:00:00 AM"
"858","8/4/2011 12:00:00 AM","USD","VEB","653.1000","653.0199","8/4/2011 12:00:00 AM"
"859","8/5/2011 12:00:00 AM","USD","ARS","0.9998","1.0001","8/5/2011 12:00:00 AM"
"860","8/5/2011 12:00:00 AM","USD","AUD","1.5074","1.5082","8/5/2011 12:00:00 AM"
"861","8/5/2011 12:00:00 AM","USD","BRL","1.7920","1.7980","8/5/2011 12:00:00 AM"
"862","8/5/2011 12:00:00 AM","USD","CAD","1.4520","1.4556","8/5/2011 12:00:00 AM"
"863","8/5/2011 12:00:00 AM","USD","CNY","8.2805","8.2813","8/5/2011 12:00:00 AM"
"864","8/5/2011 12:00:00 AM","USD","DEM","1.9321","1.9325","8/5/2011 12:00:00 AM"
"865","8/5/2011 12:00:00 AM","USD","EUR","0.9879","0.9883","8/5/2011 12:00:00 AM"
"866","8/5/2011 12:00:00 AM","USD","FRF","6.4804","6.4804","8/5/2011 12:00:00 AM"
"867","8/5/2011 12:00:00 AM","USD","GBP","0.6084","0.6092","8/5/2011 12:00:00 AM"
"868","8/5/2011 12:00:00 AM","USD","JPY","105.3990","105.4929","8/5/2011 12:00:00 AM"
"869","8/5/2011 12:00:00 AM","USD","MXN","9.4137","9.4230","8/5/2011 12:00:00 AM"
"870","8/5/2011 12:00:00 AM","USD","SAR","3.7505","3.7555","8/5/2011 12:00:00 AM"
"871","8/5/2011 12:00:00 AM","USD","VEB","653.0000","653.0499","8/5/2011 12:00:00 AM"
"872","8/6/2011 12:00:00 AM","USD","ARS","0.9998","0.9996","8/6/2011 12:00:00 AM"
"873","8/6/2011 12:00:00 AM","USD","AUD","1.5027","1.5024","8/6/2011 12:00:00 AM"
"874","8/6/2011 12:00:00 AM","USD","BRL","1.7840","1.7789","8/6/2011 12:00:00 AM"
"875","8/6/2011 12:00:00 AM","USD","CAD","1.4474","1.4413","8/6/2011 12:00:00 AM"
"876","8/6/2011 12:00:00 AM","USD","CNY","8.2802","8.2792","8/6/2011 12:00:00 AM"
"877","8/6/2011 12:00:00 AM","USD","DEM","1.9228","1.9228","8/6/2011 12:00:00 AM"
"878","8/6/2011 12:00:00 AM","USD","EUR","0.9830","0.9829","8/6/2011 12:00:00 AM"
"879","8/6/2011 12:00:00 AM","USD","FRF","6.4486","6.4481","8/6/2011 12:00:00 AM"
"880","8/6/2011 12:00:00 AM","USD","GBP","0.6046","0.6041","8/6/2011 12:00:00 AM"
"881","8/6/2011 12:00:00 AM","USD","JPY","105.3300","105.2610","8/6/2011 12:00:00 AM"
"882","8/6/2011 12:00:00 AM","USD","MXN","9.4407","9.4350","8/6/2011 12:00:00 AM"
"883","8/6/2011 12:00:00 AM","USD","SAR","3.7505","3.7452","8/6/2011 12:00:00 AM"
"884","8/6/2011 12:00:00 AM","USD","VEB","653.5500","653.5000","8/6/2011 12:00:00 AM"
"885","8/7/2011 12:00:00 AM","USD","ARS","0.9995","1.0001","8/7/2011 12:00:00 AM"
"886","8/7/2011 12:00:00 AM","USD","AUD","1.5101","1.5106","8/7/2011 12:00:00 AM"
"887","8/7/2011 12:00:00 AM","USD","BRL","1.7729","1.7769","8/7/2011 12:00:00 AM"
"888","8/7/2011 12:00:00 AM","USD","CAD","1.4415","1.4460","8/7/2011 12:00:00 AM"
"889","8/7/2011 12:00:00 AM","USD","CNY","8.2803","8.2812","8/7/2011 12:00:00 AM"
"890","8/7/2011 12:00:00 AM","USD","DEM","1.9386","1.9389","8/7/2011 12:00:00 AM"
"891","8/7/2011 12:00:00 AM","USD","EUR","0.9911","0.9919","8/7/2011 12:00:00 AM"
"892","8/7/2011 12:00:00 AM","USD","FRF","6.5016","6.5019","8/7/2011 12:00:00 AM"
"893","8/7/2011 12:00:00 AM","USD","GBP","0.6065","0.6070","8/7/2011 12:00:00 AM"
"894","8/7/2011 12:00:00 AM","USD","JPY","104.8500","104.9190","8/7/2011 12:00:00 AM"
"895","8/7/2011 12:00:00 AM","USD","MXN","9.4800","9.4860","8/7/2011 12:00:00 AM"
"896","8/7/2011 12:00:00 AM","USD","SAR","3.7505","3.7593","8/7/2011 12:00:00 AM"
"897","8/7/2011 12:00:00 AM","USD","VEB","653.0099","653.0499","8/7/2011 12:00:00 AM"
"898","8/8/2011 12:00:00 AM","USD","ARS","0.9995","0.9990","8/8/2011 12:00:00 AM"
"899","8/8/2011 12:00:00 AM","USD","AUD","1.5076","1.5075","8/8/2011 12:00:00 AM"
"900","8/8/2011 12:00:00 AM","USD","BRL","1.7729","1.7660","8/8/2011 12:00:00 AM"
"901","8/8/2011 12:00:00 AM","USD","CAD","1.4415","1.4335","8/8/2011 12:00:00 AM"
"902","8/8/2011 12:00:00 AM","USD","CNY","8.2803","8.2799","8/8/2011 12:00:00 AM"
"903","8/8/2011 12:00:00 AM","USD","DEM","1.9386","1.9377","8/8/2011 12:00:00 AM"
"904","8/8/2011 12:00:00 AM","USD","EUR","0.9911","0.9903","8/8/2011 12:00:00 AM"
"905","8/8/2011 12:00:00 AM","USD","FRF","6.5016","6.5012","8/8/2011 12:00:00 AM"
"906","8/8/2011 12:00:00 AM","USD","GBP","0.6065","0.6062","8/8/2011 12:00:00 AM"
"907","8/8/2011 12:00:00 AM","USD","JPY","104.8500","104.7810","8/8/2011 12:00:00 AM"
"908","8/8/2011 12:00:00 AM","USD","MXN","9.4680","9.4659","8/8/2011 12:00:00 AM"
"909","8/8/2011 12:00:00 AM","USD","SAR","3.7505","3.7408","8/8/2011 12:00:00 AM"
"910","8/8/2011 12:00:00 AM","USD","VEB","653.0099","652.9400","8/8/2011 12:00:00 AM"
"911","8/9/2011 12:00:00 AM","USD","ARS","0.9995","1.0000","8/9/2011 12:00:00 AM"
"912","8/9/2011 12:00:00 AM","USD","AUD","1.5076","1.5085","8/9/2011 12:00:00 AM"
"913","8/9/2011 12:00:00 AM","USD","BRL","1.7729","1.7760","8/9/2011 12:00:00 AM"
"914","8/9/2011 12:00:00 AM","USD","CAD","1.4415","1.4450","8/9/2011 12:00:00 AM"
"915","8/9/2011 12:00:00 AM","USD","CNY","8.2803","8.2803","8/9/2011 12:00:00 AM"
"916","8/9/2011 12:00:00 AM","USD","DEM","1.9386","1.9395","8/9/2011 12:00:00 AM"
"917","8/9/2011 12:00:00 AM","USD","EUR","0.9911","0.9915","8/9/2011 12:00:00 AM"
"918","8/9/2011 12:00:00 AM","USD","FRF","6.5016","6.5016","8/9/2011 12:00:00 AM"
"919","8/9/2011 12:00:00 AM","USD","GBP","0.6065","0.6069","8/9/2011 12:00:00 AM"
"920","8/9/2011 12:00:00 AM","USD","JPY","105.2610","105.2640","8/9/2011 12:00:00 AM"
"921","8/9/2011 12:00:00 AM","USD","MXN","9.4680","9.4749","8/9/2011 12:00:00 AM"
"922","8/9/2011 12:00:00 AM","USD","SAR","3.7505","3.7564","8/9/2011 12:00:00 AM"
"923","8/9/2011 12:00:00 AM","USD","VEB","653.0099","653.1000","8/9/2011 12:00:00 AM"
"924","8/10/2011 12:00:00 AM","USD","ARS","0.9999","0.9996","8/10/2011 12:00:00 AM"
"925","8/10/2011 12:00:00 AM","USD","AUD","1.5290","1.5281","8/10/2011 12:00:00 AM"
"926","8/10/2011 12:00:00 AM","USD","BRL","1.7729","1.7680","8/10/2011 12:00:00 AM"
"927","8/10/2011 12:00:00 AM","USD","CAD","1.4433","1.4393","8/10/2011 12:00:00 AM"
"928","8/10/2011 12:00:00 AM","USD","CNY","8.2797","8.2796","8/10/2011 12:00:00 AM"
"929","8/10/2011 12:00:00 AM","USD","DEM","1.9435","1.9433","8/10/2011 12:00:00 AM"
"930","8/10/2011 12:00:00 AM","USD","EUR","0.9937","0.9930","8/10/2011 12:00:00 AM"
"931","8/10/2011 12:00:00 AM","USD","FRF","6.5183","6.5179","8/10/2011 12:00:00 AM"
"932","8/10/2011 12:00:00 AM","USD","GBP","0.6057","0.6054","8/10/2011 12:00:00 AM"
"933","8/10/2011 12:00:00 AM","USD","JPY","105.6850","105.6300","8/10/2011 12:00:00 AM"
"934","8/10/2011 12:00:00 AM","USD","MXN","9.5312","9.5259","8/10/2011 12:00:00 AM"
"935","8/10/2011 12:00:00 AM","USD","SAR","3.7505","3.7423","8/10/2011 12:00:00 AM"
"936","8/10/2011 12:00:00 AM","USD","VEB","654.4500","654.4199","8/10/2011 12:00:00 AM"
"937","8/11/2011 12:00:00 AM","USD","ARS","0.9998","1.0001","8/11/2011 12:00:00 AM"
"938","8/11/2011 12:00:00 AM","USD","AUD","1.5260","1.5266","8/11/2011 12:00:00 AM"
"939","8/11/2011 12:00:00 AM","USD","BRL","1.7769","1.7780","8/11/2011 12:00:00 AM"
"940","8/11/2011 12:00:00 AM","USD","CAD","1.4376","1.4438","8/11/2011 12:00:00 AM"
"941","8/11/2011 12:00:00 AM","USD","CNY","8.2794","8.2800","8/11/2011 12:00:00 AM"
"942","8/11/2011 12:00:00 AM","USD","DEM","1.9537","1.9543","8/11/2011 12:00:00 AM"
"943","8/11/2011 12:00:00 AM","USD","EUR","0.9989","0.9993","8/11/2011 12:00:00 AM"
"944","8/11/2011 12:00:00 AM","USD","FRF","6.5522","6.5525","8/11/2011 12:00:00 AM"
"945","8/11/2011 12:00:00 AM","USD","GBP","0.6080","0.6086","8/11/2011 12:00:00 AM"
"946","8/11/2011 12:00:00 AM","USD","JPY","106.0210","106.0330","8/11/2011 12:00:00 AM"
"947","8/11/2011 12:00:00 AM","USD","MXN","9.5292","9.5359","8/11/2011 12:00:00 AM"
"948","8/11/2011 12:00:00 AM","USD","SAR","3.7507","3.7561","8/11/2011 12:00:00 AM"
"949","8/11/2011 12:00:00 AM","USD","VEB","654.5000","654.5399","8/11/2011 12:00:00 AM"
"950","8/12/2011 12:00:00 AM","USD","ARS","0.9998","0.9989","8/12/2011 12:00:00 AM"
"951","8/12/2011 12:00:00 AM","USD","AUD","1.5348","1.5347","8/12/2011 12:00:00 AM"
"952","8/12/2011 12:00:00 AM","USD","BRL","1.7789","1.7720","8/12/2011 12:00:00 AM"
"953","8/12/2011 12:00:00 AM","USD","CAD","1.4384","1.4333","8/12/2011 12:00:00 AM"
"954","8/12/2011 12:00:00 AM","USD","CNY","8.2789","8.2783","8/12/2011 12:00:00 AM"
"955","8/12/2011 12:00:00 AM","USD","DEM","1.9527","1.9520","8/12/2011 12:00:00 AM"
"956","8/12/2011 12:00:00 AM","USD","EUR","0.9983","0.9975","8/12/2011 12:00:00 AM"
"957","8/12/2011 12:00:00 AM","USD","FRF","6.5491","6.5484","8/12/2011 12:00:00 AM"
"958","8/12/2011 12:00:00 AM","USD","GBP","0.6102","0.6098","8/12/2011 12:00:00 AM"
"959","8/12/2011 12:00:00 AM","USD","JPY","105.7030","105.6320","8/12/2011 12:00:00 AM"
"960","8/12/2011 12:00:00 AM","USD","MXN","9.5137","9.5109","8/12/2011 12:00:00 AM"
"961","8/12/2011 12:00:00 AM","USD","SAR","3.7505","3.7437","8/12/2011 12:00:00 AM"
"962","8/12/2011 12:00:00 AM","USD","VEB","655.2500","655.2400","8/12/2011 12:00:00 AM"
"963","8/13/2011 12:00:00 AM","USD","ARS","0.9998","1.0001","8/13/2011 12:00:00 AM"
"964","8/13/2011 12:00:00 AM","USD","AUD","1.5283","1.5293","8/13/2011 12:00:00 AM"
"965","8/13/2011 12:00:00 AM","USD","BRL","1.7800","1.7860","8/13/2011 12:00:00 AM"
"966","8/13/2011 12:00:00 AM","USD","CAD","1.4357","1.4382","8/13/2011 12:00:00 AM"
"967","8/13/2011 12:00:00 AM","USD","CNY","8.2790","8.2797","8/13/2011 12:00:00 AM"
"968","8/13/2011 12:00:00 AM","USD","DEM","1.9798","1.9800","8/13/2011 12:00:00 AM"
"969","8/13/2011 12:00:00 AM","USD","EUR","1.0122","1.0125","8/13/2011 12:00:00 AM"
"970","8/13/2011 12:00:00 AM","USD","FRF","6.6398","6.6409","8/13/2011 12:00:00 AM"
"971","8/13/2011 12:00:00 AM","USD","GBP","0.6102","0.6111","8/13/2011 12:00:00 AM"
"972","8/13/2011 12:00:00 AM","USD","JPY","105.1930","105.1949","8/13/2011 12:00:00 AM"
"973","8/13/2011 12:00:00 AM","USD","MXN","9.5403","9.5449","8/13/2011 12:00:00 AM"
"974","8/13/2011 12:00:00 AM","USD","SAR","3.7505","3.7570","8/13/2011 12:00:00 AM"
"975","8/13/2011 12:00:00 AM","USD","VEB","655.2500","655.3099","8/13/2011 12:00:00 AM"
"976","8/14/2011 12:00:00 AM","USD","ARS","1.0000","0.9991","8/14/2011 12:00:00 AM"
"977","8/14/2011 12:00:00 AM","USD","AUD","1.5760","1.5758","8/14/2011 12:00:00 AM"
"978","8/14/2011 12:00:00 AM","USD","BRL","1.7940","1.7909","8/14/2011 12:00:00 AM"
"979","8/14/2011 12:00:00 AM","USD","CAD","1.4461","1.4398","8/14/2011 12:00:00 AM"
"980","8/14/2011 12:00:00 AM","USD","CNY","8.2789","8.2780","8/14/2011 12:00:00 AM"
"981","8/14/2011 12:00:00 AM","USD","DEM","2.0032","2.0024","8/14/2011 12:00:00 AM"
"982","8/14/2011 12:00:00 AM","USD","EUR","1.0242","1.0236","8/14/2011 12:00:00 AM"
"983","8/14/2011 12:00:00 AM","USD","FRF","6.7186","6.7183","8/14/2011 12:00:00 AM"
"984","8/14/2011 12:00:00 AM","USD","GBP","0.6177","0.6172","8/14/2011 12:00:00 AM"
"985","8/14/2011 12:00:00 AM","USD","JPY","107.1700","107.1470","8/14/2011 12:00:00 AM"
"986","8/14/2011 12:00:00 AM","USD","MXN","9.6099","9.6039","8/14/2011 12:00:00 AM"
"987","8/14/2011 12:00:00 AM","USD","SAR","3.7505","3.7433","8/14/2011 12:00:00 AM"
"988","8/14/2011 12:00:00 AM","USD","VEB","654.6499","654.6100","8/14/2011 12:00:00 AM"
"989","8/15/2011 12:00:00 AM","USD","ARS","1.0000","1.0002","8/15/2011 12:00:00 AM"
"990","8/15/2011 12:00:00 AM","USD","AUD","1.5760","1.5764","8/15/2011 12:00:00 AM"
"991","8/15/2011 12:00:00 AM","USD","BRL","1.7980","1.8000","8/15/2011 12:00:00 AM"
"992","8/15/2011 12:00:00 AM","USD","CAD","1.4472","1.4540","8/15/2011 12:00:00 AM"
"993","8/15/2011 12:00:00 AM","USD","CNY","8.2789","8.2796","8/15/2011 12:00:00 AM"
"994","8/15/2011 12:00:00 AM","USD","DEM","2.0019","2.0023","8/15/2011 12:00:00 AM"
"995","8/15/2011 12:00:00 AM","USD","EUR","1.0235","1.0241","8/15/2011 12:00:00 AM"
"996","8/15/2011 12:00:00 AM","USD","FRF","6.7140","6.7148","8/15/2011 12:00:00 AM"
"997","8/15/2011 12:00:00 AM","USD","GBP","0.6177","0.6179","8/15/2011 12:00:00 AM"
"998","8/15/2011 12:00:00 AM","USD","JPY","107.0900","107.0950","8/15/2011 12:00:00 AM"
"999","8/15/2011 12:00:00 AM","USD","MXN","9.6099","9.6170","8/15/2011 12:00:00 AM"
"1000","8/15/2011 12:00:00 AM","USD","SAR","3.7505","3.7536","8/15/2011 12:00:00 AM"
"1001","8/15/2011 12:00:00 AM","USD","VEB","654.6499","654.7200","8/15/2011 12:00:00 AM"
"1002","8/16/2011 12:00:00 AM","USD","ARS","1.0000","0.9997","8/16/2011 12:00:00 AM"
"1003","8/16/2011 12:00:00 AM","USD","AUD","1.5698","1.5694","8/16/2011 12:00:00 AM"
"1004","8/16/2011 12:00:00 AM","USD","BRL","1.7980","1.7880","8/16/2011 12:00:00 AM"
"1005","8/16/2011 12:00:00 AM","USD","CAD","1.4462","1.4367","8/16/2011 12:00:00 AM"
"1006","8/16/2011 12:00:00 AM","USD","CNY","8.2789","8.2789","8/16/2011 12:00:00 AM"
"1007","8/16/2011 12:00:00 AM","USD","DEM","2.0017","2.0017","8/16/2011 12:00:00 AM"
"1008","8/16/2011 12:00:00 AM","USD","EUR","1.0235","1.0226","8/16/2011 12:00:00 AM"
"1009","8/16/2011 12:00:00 AM","USD","FRF","6.7138","6.7127","8/16/2011 12:00:00 AM"
"1010","8/16/2011 12:00:00 AM","USD","GBP","0.6176","0.6176","8/16/2011 12:00:00 AM"
"1011","8/16/2011 12:00:00 AM","USD","JPY","107.1140","107.1100","8/16/2011 12:00:00 AM"
"1012","8/16/2011 12:00:00 AM","USD","MXN","9.6099","9.6020","8/16/2011 12:00:00 AM"
"1013","8/16/2011 12:00:00 AM","USD","SAR","3.7505","3.7412","8/16/2011 12:00:00 AM"
"1014","8/16/2011 12:00:00 AM","USD","VEB","654.6499","654.5700","8/16/2011 12:00:00 AM"
"1015","8/17/2011 12:00:00 AM","USD","ARS","0.9998","1.0004","8/17/2011 12:00:00 AM"
"1016","8/17/2011 12:00:00 AM","USD","AUD","1.5712","1.5720","8/17/2011 12:00:00 AM"
"1017","8/17/2011 12:00:00 AM","USD","BRL","1.7850","1.7909","8/17/2011 12:00:00 AM"
"1018","8/17/2011 12:00:00 AM","USD","CAD","1.4459","1.4538","8/17/2011 12:00:00 AM"
"1019","8/17/2011 12:00:00 AM","USD","CNY","8.2784","8.2789","8/17/2011 12:00:00 AM"
"1020","8/17/2011 12:00:00 AM","USD","DEM","2.0160","2.0164","8/17/2011 12:00:00 AM"
"1021","8/17/2011 12:00:00 AM","USD","EUR","1.0307","1.0310","8/17/2011 12:00:00 AM"
"1022","8/17/2011 12:00:00 AM","USD","FRF","6.7617","6.7625","8/17/2011 12:00:00 AM"
