"PurchaseOrderID","PurchaseOrderDetailID","DueDate","OrderQty","ProductID","UnitPrice","LineTotal","ReceivedQty","RejectedQty","StockedQty","ModifiedDate"
"242","570","10/5/2012 12:00:00 AM","550","512","37.0860","20397.3000","550.00","82.00","468.00","9/28/2012 12:00:00 AM"
"243","571","10/5/2012 12:00:00 AM","550","513","26.5965","14628.0750","550.00","0.00","550.00","9/28/2012 12:00:00 AM"
"244","572","10/5/2012 12:00:00 AM","550","317","27.0585","14882.1750","550.00","550.00","0.00","9/28/2012 12:00:00 AM"
"244","573","10/5/2012 12:00:00 AM","550","318","33.5790","18468.4500","550.00","550.00","0.00","9/28/2012 12:00:00 AM"
"245","574","10/5/2012 12:00:00 AM","3","418","36.9705","110.9115","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"245","575","10/5/2012 12:00:00 AM","3","419","34.8705","104.6115","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"245","576","10/5/2012 12:00:00 AM","3","420","39.1440","117.4320","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"245","577","10/5/2012 12:00:00 AM","3","421","47.5755","142.7265","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"246","578","10/5/2012 12:00:00 AM","3","422","47.5230","142.5690","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"246","579","10/5/2012 12:00:00 AM","3","423","45.4230","136.2690","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"246","580","10/5/2012 12:00:00 AM","3","424","49.6965","149.0895","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"246","581","10/5/2012 12:00:00 AM","3","425","45.4230","136.2690","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"247","582","10/5/2012 12:00:00 AM","3","320","47.4705","142.4115","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"247","583","10/5/2012 12:00:00 AM","3","321","42.7980","128.3940","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"247","584","10/5/2012 12:00:00 AM","60","322","25.4205","1525.2300","60.00","0.00","60.00","9/28/2012 12:00:00 AM"
"248","585","10/5/2012 12:00:00 AM","3","450","45.5805","136.7415","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"248","586","10/5/2012 12:00:00 AM","3","451","43.4805","130.4415","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"248","587","10/5/2012 12:00:00 AM","3","452","47.7540","143.2620","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"248","588","10/5/2012 12:00:00 AM","3","453","43.4805","130.4415","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"248","589","10/5/2012 12:00:00 AM","3","454","41.3805","124.1415","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"249","590","10/5/2012 12:00:00 AM","550","941","62.9895","34644.2250","550.00","0.00","550.00","9/28/2012 12:00:00 AM"
"250","591","10/5/2012 12:00:00 AM","3","320","45.3705","136.1115","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"250","592","10/5/2012 12:00:00 AM","3","321","40.4880","121.4640","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"250","593","10/5/2012 12:00:00 AM","60","322","26.3655","1581.9300","60.00","0.00","60.00","9/28/2012 12:00:00 AM"
"251","594","10/5/2012 12:00:00 AM","3","504","48.7620","146.2860","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"252","595","10/5/2012 12:00:00 AM","3","497","34.1880","102.5640","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"253","596","10/5/2012 12:00:00 AM","3","323","50.2635","150.7905","3.00","0.00","3.00","9/28/2012 12:00:00 AM"
"254","597","10/5/2012 12:00:00 AM","550","523","10.7310","5902.0500","550.00","550.00","0.00","9/28/2012 12:00:00 AM"
"254","598","10/5/2012 12:00:00 AM","550","524","14.1225","7767.3750","550.00","550.00","0.00","9/28/2012 12:00:00 AM"
"255","599","10/5/2012 12:00:00 AM","60","496","48.9090","2934.5400","60.00","0.00","60.00","9/28/2012 12:00:00 AM"
"256","600","10/5/2012 12:00:00 AM","550","914","21.0945","11601.9750","468.00","0.00","468.00","9/28/2012 12:00:00 AM"
"256","601","10/5/2012 12:00:00 AM","550","915","30.4395","16741.7250","550.00","0.00","550.00","9/28/2012 12:00:00 AM"
"256","602","10/5/2012 12:00:00 AM","550","916","40.9395","22516.7250","550.00","0.00","550.00","9/28/2012 12:00:00 AM"
"257","603","10/16/2012 12:00:00 AM","60","506","9.1980","551.8800","60.00","0.00","60.00","10/9/2012 12:00:00 AM"
"258","604","10/16/2012 12:00:00 AM","550","351","5.7750","3176.2500","550.00","0.00","550.00","10/9/2012 12:00:00 AM"
"258","605","10/16/2012 12:00:00 AM","550","352","1.1550","635.2500","550.00","0.00","550.00","10/9/2012 12:00:00 AM"
"258","606","10/16/2012 12:00:00 AM","550","679","5.7750","3176.2500","550.00","0.00","550.00","10/9/2012 12:00:00 AM"
"259","607","10/16/2012 12:00:00 AM","550","507","23.3940","12866.7000","550.00","0.00","550.00","10/9/2012 12:00:00 AM"
"259","608","10/16/2012 12:00:00 AM","550","508","27.6465","15205.5750","550.00","0.00","550.00","10/9/2012 12:00:00 AM"
"260","609","10/16/2012 12:00:00 AM","550","355","1.3650","750.7500","550.00","0.00","550.00","10/9/2012 12:00:00 AM"
"260","610","10/16/2012 12:00:00 AM","550","940","62.9895","34644.2250","550.00","55.00","495.00","10/9/2012 12:00:00 AM"
"260","611","10/16/2012 12:00:00 AM","550","535","3.4860","1917.3000","550.00","0.00","550.00","10/9/2012 12:00:00 AM"
"261","612","10/25/2012 12:00:00 AM","550","679","6.1950","3407.2500","550.00","0.00","550.00","10/18/2012 12:00:00 AM"
"262","613","10/25/2012 12:00:00 AM","550","507","22.1655","12191.0250","550.00","82.00","468.00","10/18/2012 12:00:00 AM"
"262","614","10/25/2012 12:00:00 AM","550","508","29.2845","16106.4750","550.00","0.00","550.00","10/18/2012 12:00:00 AM"
"263","615","10/25/2012 12:00:00 AM","3","491","19.9815","59.9445","3.00","0.00","3.00","10/18/2012 12:00:00 AM"
"264","616","10/25/2012 12:00:00 AM","3","341","41.1705","123.5115","3.00","3.00","0.00","10/18/2012 12:00:00 AM"
"264","617","10/25/2012 12:00:00 AM","3","342","39.0705","117.2115","3.00","3.00","0.00","10/18/2012 12:00:00 AM"
"265","618","10/31/2012 12:00:00 AM","550","935","31.4895","17319.2250","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"265","619","10/31/2012 12:00:00 AM","550","936","48.2895","26559.2250","523.00","0.00","523.00","10/24/2012 12:00:00 AM"
"266","620","10/31/2012 12:00:00 AM","3","391","36.9705","110.9115","3.00","0.00","3.00","10/24/2012 12:00:00 AM"
"266","621","10/31/2012 12:00:00 AM","3","392","41.2440","123.7320","3.00","0.00","3.00","10/24/2012 12:00:00 AM"
"266","622","10/31/2012 12:00:00 AM","3","393","36.9705","110.9115","3.00","0.00","3.00","10/24/2012 12:00:00 AM"
"266","623","10/31/2012 12:00:00 AM","3","394","43.2180","129.6540","3.00","0.00","3.00","10/24/2012 12:00:00 AM"
"267","624","10/31/2012 12:00:00 AM","550","489","10.4685","5757.6750","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"268","625","10/31/2012 12:00:00 AM","3","402","47.4705","142.4115","3.00","0.00","3.00","10/24/2012 12:00:00 AM"
"269","626","10/31/2012 12:00:00 AM","550","510","23.0790","12693.4500","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"269","627","10/31/2012 12:00:00 AM","550","511","29.2740","16100.7000","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"269","628","10/31/2012 12:00:00 AM","550","512","34.9755","19236.5250","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"270","629","10/31/2012 12:00:00 AM","550","916","40.9395","22516.7250","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"271","630","10/31/2012 12:00:00 AM","550","525","2.3205","1276.2750","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"272","631","10/31/2012 12:00:00 AM","550","526","3.6435","2003.9250","550.00","82.00","468.00","10/24/2012 12:00:00 AM"
"273","632","10/31/2012 12:00:00 AM","550","913","40.9395","22516.7250","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"274","633","10/31/2012 12:00:00 AM","60","356","3.6015","216.0900","60.00","60.00","0.00","10/24/2012 12:00:00 AM"
"274","634","10/31/2012 12:00:00 AM","60","357","3.9795","238.7700","60.00","60.00","0.00","10/24/2012 12:00:00 AM"
"275","635","10/31/2012 12:00:00 AM","550","935","31.4895","17319.2250","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"275","636","10/31/2012 12:00:00 AM","550","936","48.2895","26559.2250","523.00","0.00","523.00","10/24/2012 12:00:00 AM"
"276","637","10/31/2012 12:00:00 AM","550","524","12.9675","7132.1250","468.00","0.00","468.00","10/24/2012 12:00:00 AM"
"277","638","10/31/2012 12:00:00 AM","550","911","21.0945","11601.9750","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"277","639","10/31/2012 12:00:00 AM","550","912","30.4395","16741.7250","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"278","640","10/31/2012 12:00:00 AM","550","910","40.9395","22516.7250","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"279","641","10/31/2012 12:00:00 AM","550","937","62.9895","34644.2250","550.00","0.00","550.00","10/24/2012 12:00:00 AM"
"280","642","10/31/2012 12:00:00 AM","3","472","41.2230","123.6690","3.00","0.00","3.00","10/24/2012 12:00:00 AM"
"280","643","10/31/2012 12:00:00 AM","3","473","39.1230","117.3690","3.00","0.00","3.00","10/24/2012 12:00:00 AM"
"280","644","10/31/2012 12:00:00 AM","3","474","43.3965","130.1895","3.00","0.00","3.00","10/24/2012 12:00:00 AM"
"281","645","2/22/2013 12:00:00 AM","3","462","47.6805","143.0415","3.00","0.00","3.00","2/15/2013 12:00:00 AM"
"282","646","2/22/2013 12:00:00 AM","550","510","23.4045","12872.4750","550.00","82.00","468.00","2/15/2013 12:00:00 AM"
"282","647","2/22/2013 12:00:00 AM","550","511","27.8670","15326.8500","550.00","0.00","550.00","2/15/2013 12:00:00 AM"
"283","648","2/22/2013 12:00:00 AM","550","527","6.7515","3713.3250","550.00","0.00","550.00","2/15/2013 12:00:00 AM"
"284","649","2/22/2013 12:00:00 AM","550","938","31.4895","17319.2250","550.00","550.00","0.00","2/15/2013 12:00:00 AM"
"284","650","2/22/2013 12:00:00 AM","550","939","48.2895","26559.2250","550.00","550.00","0.00","2/15/2013 12:00:00 AM"
"285","651","2/22/2013 12:00:00 AM","60","496","49.6545","2979.2700","60.00","0.00","60.00","2/15/2013 12:00:00 AM"
"286","652","2/22/2013 12:00:00 AM","550","523","10.3845","5711.4750","468.00","0.00","468.00","2/15/2013 12:00:00 AM"
"287","653","2/22/2013 12:00:00 AM","3","435","37.1805","111.5415","3.00","0.00","3.00","2/15/2013 12:00:00 AM"
"287","654","2/22/2013 12:00:00 AM","3","436","41.4540","124.3620","3.00","0.00","3.00","2/15/2013 12:00:00 AM"
"287","655","2/22/2013 12:00:00 AM","3","437","37.1805","111.5415","3.00","0.00","3.00","2/15/2013 12:00:00 AM"
"288","656","2/22/2013 12:00:00 AM","3","490","12.7155","38.1465","3.00","0.00","3.00","2/15/2013 12:00:00 AM"
"288","657","2/22/2013 12:00:00 AM","3","491","19.9395","59.8185","3.00","0.00","3.00","2/15/2013 12:00:00 AM"
"289","658","2/27/2013 12:00:00 AM","3","528","38.1570","114.4710","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"290","659","2/27/2013 12:00:00 AM","3","505","44.2155","132.6465","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"291","660","2/27/2013 12:00:00 AM","550","938","31.4895","17319.2250","550.00","0.00","550.00","2/20/2013 12:00:00 AM"
"291","661","2/27/2013 12:00:00 AM","550","939","48.2895","26559.2250","550.00","0.00","550.00","2/20/2013 12:00:00 AM"
"292","662","2/27/2013 12:00:00 AM","60","358","6.9825","418.9500","60.00","9.00","51.00","2/20/2013 12:00:00 AM"
"293","663","2/27/2013 12:00:00 AM","3","377","43.2705","129.8115","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"293","664","2/27/2013 12:00:00 AM","3","378","41.1705","123.5115","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"293","665","2/27/2013 12:00:00 AM","3","379","45.4440","136.3320","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"294","666","2/27/2013 12:00:00 AM","60","356","3.3810","202.8600","60.00","60.00","0.00","2/20/2013 12:00:00 AM"
"294","667","2/27/2013 12:00:00 AM","60","357","4.3155","258.9300","60.00","60.00","0.00","2/20/2013 12:00:00 AM"
"295","668","2/27/2013 12:00:00 AM","3","390","41.1705","123.5115","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"295","669","2/27/2013 12:00:00 AM","3","391","45.4440","136.3320","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"295","670","2/27/2013 12:00:00 AM","3","392","41.1705","123.5115","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"295","671","2/27/2013 12:00:00 AM","3","393","39.0705","117.2115","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"295","672","2/27/2013 12:00:00 AM","3","394","43.3440","130.0320","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"295","673","2/27/2013 12:00:00 AM","3","395","39.0705","117.2115","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"295","674","2/27/2013 12:00:00 AM","3","396","36.9705","110.9115","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"295","675","2/27/2013 12:00:00 AM","3","397","41.2440","123.7320","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"296","676","2/27/2013 12:00:00 AM","3","490","12.3585","37.0755","3.00","0.00","3.00","2/20/2013 12:00:00 AM"
"297","677","4/19/2013 12:00:00 AM","550","513","39.1965","21558.0750","550.00","0.00","550.00","4/12/2013 12:00:00 AM"
"298","678","4/19/2013 12:00:00 AM","3","415","49.7490","149.2470","3.00","0.00","3.00","4/12/2013 12:00:00 AM"
"298","679","4/19/2013 12:00:00 AM","3","416","45.4755","136.4265","3.00","0.00","3.00","4/12/2013 12:00:00 AM"
"298","680","4/19/2013 12:00:00 AM","3","417","43.3755","130.1265","3.00","0.00","3.00","4/12/2013 12:00:00 AM"
"298","681","4/19/2013 12:00:00 AM","3","418","47.6490","142.9470","3.00","0.00","3.00","4/12/2013 12:00:00 AM"
"298","682","4/19/2013 12:00:00 AM","3","419","43.3755","130.1265","3.00","0.00","3.00","4/12/2013 12:00:00 AM"
"299","683","4/19/2013 12:00:00 AM","550","934","38.1465","20980.5750","550.00","0.00","550.00","4/12/2013 12:00:00 AM"
"300","684","4/19/2013 12:00:00 AM","3","431","41.3805","124.1415","3.00","0.00","3.00","4/12/2013 12:00:00 AM"
"300","685","4/19/2013 12:00:00 AM","3","432","39.2805","117.8415","3.00","0.00","3.00","4/12/2013 12:00:00 AM"
"300","686","4/19/2013 12:00:00 AM","3","433","43.5540","130.6620","3.00","0.00","3.00","4/12/2013 12:00:00 AM"
"301","687","4/26/2013 12:00:00 AM","3","348","41.2755","123.8265","3.00","0.00","3.00","4/19/2013 12:00:00 AM"
"301","688","4/26/2013 12:00:00 AM","3","349","45.5490","136.6470","3.00","0.00","3.00","4/19/2013 12:00:00 AM"
"302","689","4/26/2013 12:00:00 AM","550","931","34.3455","18890.0250","550.00","82.00","468.00","4/19/2013 12:00:00 AM"
"302","690","4/26/2013 12:00:00 AM","550","932","39.2385","21581.1750","550.00","0.00","550.00","4/19/2013 12:00:00 AM"
"303","691","4/26/2013 12:00:00 AM","3","343","49.6440","148.9320","3.00","0.00","3.00","4/19/2013 12:00:00 AM"
"303","692","4/26/2013 12:00:00 AM","3","344","45.3705","136.1115","3.00","0.00","3.00","4/19/2013 12:00:00 AM"
"303","693","4/26/2013 12:00:00 AM","3","345","43.2705","129.8115","3.00","0.00","3.00","4/19/2013 12:00:00 AM"
"304","694","4/26/2013 12:00:00 AM","550","928","32.7705","18023.7750","550.00","550.00","0.00","4/19/2013 12:00:00 AM"
"304","695","4/26/2013 12:00:00 AM","550","929","37.0860","20397.3000","550.00","550.00","0.00","4/19/2013 12:00:00 AM"
"305","696","5/8/2013 12:00:00 AM","550","332","10.8150","5948.2500","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"306","697","5/8/2013 12:00:00 AM","550","948","82.8345","45558.9750","468.00","0.00","468.00","5/1/2013 12:00:00 AM"
"306","698","5/8/2013 12:00:00 AM","550","907","82.8345","45558.9750","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"307","699","5/8/2013 12:00:00 AM","1250","325","0.2100","262.5000","1250.00","0.00","1250.00","5/1/2013 12:00:00 AM"
"307","700","5/8/2013 12:00:00 AM","1250","326","0.2100","262.5000","1250.00","0.00","1250.00","5/1/2013 12:00:00 AM"
"308","701","5/8/2013 12:00:00 AM","3","320","49.6440","148.9320","3.00","0.00","3.00","5/1/2013 12:00:00 AM"
"308","702","5/8/2013 12:00:00 AM","3","321","44.3205","132.9615","3.00","0.00","3.00","5/1/2013 12:00:00 AM"
"308","703","5/8/2013 12:00:00 AM","60","322","28.6965","1721.7900","60.00","0.00","60.00","5/1/2013 12:00:00 AM"
"309","704","5/8/2013 12:00:00 AM","550","930","42.5145","23382.9750","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"309","705","5/8/2013 12:00:00 AM","550","921","5.5860","3072.3000","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"310","706","5/8/2013 12:00:00 AM","60","952","15.7395","944.3700","60.00","0.00","60.00","5/1/2013 12:00:00 AM"
"311","707","5/8/2013 12:00:00 AM","550","922","6.5310","3592.0500","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"311","708","5/8/2013 12:00:00 AM","550","923","6.1845","3401.4750","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"312","709","5/8/2013 12:00:00 AM","550","317","29.5785","16268.1750","550.00","82.00","468.00","5/1/2013 12:00:00 AM"
"312","710","5/8/2013 12:00:00 AM","550","318","36.0990","19854.4500","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"313","711","5/8/2013 12:00:00 AM","550","928","32.2455","17735.0250","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"313","712","5/8/2013 12:00:00 AM","550","929","36.5610","20108.5500","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"314","713","5/8/2013 12:00:00 AM","550","319","46.4205","25531.2750","550.00","550.00","0.00","5/1/2013 12:00:00 AM"
"315","714","5/8/2013 12:00:00 AM","3","374","37.0230","111.0690","3.00","0.00","3.00","5/1/2013 12:00:00 AM"
"316","715","5/8/2013 12:00:00 AM","3","2","41.9160","125.7480","3.00","0.00","3.00","5/1/2013 12:00:00 AM"
"317","716","5/8/2013 12:00:00 AM","3","1","50.2635","150.7905","3.00","0.00","3.00","5/1/2013 12:00:00 AM"
"318","717","5/8/2013 12:00:00 AM","3","373","41.4540","124.3620","3.00","0.00","3.00","5/1/2013 12:00:00 AM"
"318","718","5/8/2013 12:00:00 AM","3","374","37.1805","111.5415","3.00","0.00","3.00","5/1/2013 12:00:00 AM"
"319","719","5/8/2013 12:00:00 AM","550","530","16.0860","8847.3000","550.00","0.00","550.00","5/1/2013 12:00:00 AM"
"320","720","5/8/2013 12:00:00 AM","3","4","57.0255","171.0765","3.00","0.00","3.00","5/1/2013 12:00:00 AM"
"321","721","5/9/2013 12:00:00 AM","550","512","37.0860","20397.3000","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"322","722","5/9/2013 12:00:00 AM","550","513","26.5965","14628.0750","550.00","82.00","468.00","5/2/2013 12:00:00 AM"
"323","723","5/9/2013 12:00:00 AM","550","319","46.0635","25334.9250","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"324","724","5/9/2013 12:00:00 AM","3","403","47.4705","142.4115","3.00","3.00","0.00","5/2/2013 12:00:00 AM"
"324","725","5/9/2013 12:00:00 AM","3","404","45.3705","136.1115","3.00","3.00","0.00","5/2/2013 12:00:00 AM"
"325","726","5/9/2013 12:00:00 AM","3","426","43.3230","129.9690","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","727","5/9/2013 12:00:00 AM","3","427","47.5965","142.7895","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","728","5/9/2013 12:00:00 AM","3","428","43.3230","129.9690","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","729","5/9/2013 12:00:00 AM","3","429","41.2230","123.6690","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","730","5/9/2013 12:00:00 AM","3","430","45.4965","136.4895","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","731","5/9/2013 12:00:00 AM","3","431","41.2230","123.6690","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","732","5/9/2013 12:00:00 AM","3","432","39.1230","117.3690","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","733","5/9/2013 12:00:00 AM","3","433","43.3965","130.1895","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","734","5/9/2013 12:00:00 AM","3","434","39.1230","117.3690","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","735","5/9/2013 12:00:00 AM","3","435","37.0230","111.0690","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","736","5/9/2013 12:00:00 AM","3","436","41.2965","123.8895","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"325","737","5/9/2013 12:00:00 AM","3","437","37.0230","111.0690","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"326","738","5/9/2013 12:00:00 AM","3","320","47.4705","142.4115","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"326","739","5/9/2013 12:00:00 AM","3","321","42.7980","128.3940","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"326","740","5/9/2013 12:00:00 AM","60","322","25.4205","1525.2300","60.00","0.00","60.00","5/2/2013 12:00:00 AM"
"327","741","5/9/2013 12:00:00 AM","3","455","45.6540","136.9620","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"327","742","5/9/2013 12:00:00 AM","3","456","41.3805","124.1415","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"327","743","5/9/2013 12:00:00 AM","3","457","39.2805","117.8415","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"327","744","5/9/2013 12:00:00 AM","3","458","43.5540","130.6620","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"327","745","5/9/2013 12:00:00 AM","3","459","39.2805","117.8415","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"327","746","5/9/2013 12:00:00 AM","3","460","37.1805","111.5415","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"328","747","5/9/2013 12:00:00 AM","550","941","62.9895","34644.2250","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"329","748","5/9/2013 12:00:00 AM","3","320","45.3705","136.1115","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"329","749","5/9/2013 12:00:00 AM","3","321","40.4880","121.4640","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"329","750","5/9/2013 12:00:00 AM","60","322","26.3655","1581.9300","60.00","0.00","60.00","5/2/2013 12:00:00 AM"
"330","751","5/9/2013 12:00:00 AM","3","504","48.7620","146.2860","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"331","752","5/9/2013 12:00:00 AM","3","497","34.1880","102.5640","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"332","753","5/9/2013 12:00:00 AM","3","323","50.2635","150.7905","3.00","0.00","3.00","5/2/2013 12:00:00 AM"
"333","754","5/9/2013 12:00:00 AM","550","523","10.7310","5902.0500","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"333","755","5/9/2013 12:00:00 AM","550","524","14.1225","7767.3750","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"334","756","5/9/2013 12:00:00 AM","60","492","50.2635","3015.8100","60.00","60.00","0.00","5/2/2013 12:00:00 AM"
"334","757","5/9/2013 12:00:00 AM","60","493","57.1515","3429.0900","60.00","60.00","0.00","5/2/2013 12:00:00 AM"
"335","758","5/9/2013 12:00:00 AM","550","908","21.0945","11601.9750","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"335","759","5/9/2013 12:00:00 AM","550","909","30.4395","16741.7250","523.00","0.00","523.00","5/2/2013 12:00:00 AM"
"335","760","5/9/2013 12:00:00 AM","550","910","40.9395","22516.7250","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"335","761","5/9/2013 12:00:00 AM","550","911","21.0945","11601.9750","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"335","762","5/9/2013 12:00:00 AM","550","912","30.4395","16741.7250","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"335","763","5/9/2013 12:00:00 AM","550","913","40.9395","22516.7250","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"335","764","5/9/2013 12:00:00 AM","550","914","21.0945","11601.9750","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"335","765","5/9/2013 12:00:00 AM","550","915","30.4395","16741.7250","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"335","766","5/9/2013 12:00:00 AM","550","916","40.9395","22516.7250","550.00","0.00","550.00","5/2/2013 12:00:00 AM"
"336","767","5/9/2013 12:00:00 AM","60","506","9.1980","551.8800","51.00","0.00","51.00","5/2/2013 12:00:00 AM"
"337","768","5/23/2013 12:00:00 AM","550","351","5.7750","3176.2500","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"337","769","5/23/2013 12:00:00 AM","550","352","1.1550","635.2500","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"337","770","5/23/2013 12:00:00 AM","550","679","5.7750","3176.2500","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"338","771","5/23/2013 12:00:00 AM","550","507","23.3940","12866.7000","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"338","772","5/23/2013 12:00:00 AM","550","508","27.6465","15205.5750","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"339","773","5/23/2013 12:00:00 AM","550","355","1.3650","750.7500","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"339","774","5/23/2013 12:00:00 AM","550","940","62.9895","34644.2250","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"339","775","5/23/2013 12:00:00 AM","550","535","3.4860","1917.3000","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"340","776","5/23/2013 12:00:00 AM","550","351","6.1950","3407.2500","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"340","777","5/23/2013 12:00:00 AM","550","352","1.4700","808.5000","550.00","55.00","495.00","5/16/2013 12:00:00 AM"
"340","778","5/23/2013 12:00:00 AM","550","679","6.1950","3407.2500","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"341","779","5/23/2013 12:00:00 AM","550","507","22.1655","12191.0250","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"341","780","5/23/2013 12:00:00 AM","550","508","29.2845","16106.4750","550.00","0.00","550.00","5/16/2013 12:00:00 AM"
"342","781","5/23/2013 12:00:00 AM","3","491","19.9815","59.9445","3.00","0.00","3.00","5/16/2013 12:00:00 AM"
"343","782","5/23/2013 12:00:00 AM","3","343","43.3440","130.0320","3.00","0.00","3.00","5/16/2013 12:00:00 AM"
"343","783","5/23/2013 12:00:00 AM","3","344","39.0705","117.2115","3.00","0.00","3.00","5/16/2013 12:00:00 AM"
"343","784","5/23/2013 12:00:00 AM","3","345","36.9705","110.9115","3.00","0.00","3.00","5/16/2013 12:00:00 AM"
