"PurchaseOrderID","RevisionNumber","Status","EmployeeID","VendorID","ShipMethodID","OrderDate","ShipDate","SubTotal","TaxAmt","Freight","TotalDue","ModifiedDate"
"359","4","4","259","1582","4","5/22/2013 12:00:00 AM","5/31/2013 12:00:00 AM","117.3690","9.3895","2.9342","129.6927","5/31/2013 12:00:00 AM"
"360","4","4","260","1510","5","5/22/2013 12:00:00 AM","5/31/2013 12:00:00 AM","143.0415","11.4433","3.5760","158.0608","5/31/2013 12:00:00 AM"
"361","4","4","258","1526","2","5/22/2013 12:00:00 AM","5/31/2013 12:00:00 AM","28199.3250","2255.9460","704.9831","31160.2541","5/31/2013 12:00:00 AM"
"362","4","4","254","1644","1","5/22/2013 12:00:00 AM","5/31/2013 12:00:00 AM","3713.3250","297.0660","92.8331","4103.2241","5/31/2013 12:00:00 AM"
"363","4","4","257","1680","4","5/22/2013 12:00:00 AM","5/31/2013 12:00:00 AM","19952.6250","1596.2100","498.8156","22047.6506","5/31/2013 12:00:00 AM"
"364","4","3","261","1584","5","5/22/2013 12:00:00 AM","5/31/2013 12:00:00 AM","6540.6600","523.2528","163.5165","7227.4293","5/31/2013 12:00:00 AM"
"365","4","4","251","1620","5","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","5711.4750","456.9180","142.7869","6311.1799","6/1/2013 12:00:00 AM"
"366","4","4","253","1666","5","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","566.0865","45.2869","14.1522","625.5256","6/1/2013 12:00:00 AM"
"367","4","4","255","1592","2","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","97.9650","7.8372","2.4491","108.2513","6/1/2013 12:00:00 AM"
"368","4","4","256","1618","4","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","114.4710","9.1577","2.8618","126.4905","6/1/2013 12:00:00 AM"
"369","4","4","259","1612","4","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","132.6465","10.6117","3.3162","146.5744","6/1/2013 12:00:00 AM"
"370","4","4","260","1586","5","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","6/1/2013 12:00:00 AM"
"371","4","4","258","1500","1","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","418.9500","33.5160","10.4738","462.9398","6/1/2013 12:00:00 AM"
"372","4","4","254","1656","4","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","240.7230","19.2578","6.0181","265.9989","6/1/2013 12:00:00 AM"
"373","4","4","257","1572","1","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","461.7900","36.9432","11.5448","510.2780","6/1/2013 12:00:00 AM"
"374","4","3","261","1562","4","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","253.3230","20.2658","6.3331","279.9219","6/1/2013 12:00:00 AM"
"375","4","4","251","1662","2","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","37.0755","2.9660","0.9269","40.9684","6/1/2013 12:00:00 AM"
"376","4","4","253","1682","4","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","21558.0750","1724.6460","538.9519","23821.6729","6/1/2013 12:00:00 AM"
"377","5","4","252","1686","4","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","260.4735","20.8379","6.5118","287.8232","6/1/2013 12:00:00 AM"
"378","4","4","256","1684","5","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","86220.7500","6897.6600","2155.5188","95273.9288","6/1/2013 12:00:00 AM"
"379","4","4","259","1534","4","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","465.2865","37.2229","11.6322","514.1416","6/1/2013 12:00:00 AM"
"380","4","4","260","1614","5","5/23/2013 12:00:00 AM","6/1/2013 12:00:00 AM","428.4000","34.2720","10.7100","473.3820","6/1/2013 12:00:00 AM"
"381","4","4","258","1588","5","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","40471.2000","3237.6960","1011.7800","44720.6760","6/7/2013 12:00:00 AM"
"382","4","4","254","1622","5","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","272.4435","21.7955","6.8111","301.0501","6/7/2013 12:00:00 AM"
"383","4","4","257","1632","4","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","23671.7250","1893.7380","591.7931","26157.2561","6/7/2013 12:00:00 AM"
"384","4","3","261","1608","5","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","5948.2500","475.8600","148.7063","6572.8163","6/7/2013 12:00:00 AM"
"385","4","4","251","1576","5","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","91117.9500","7289.4360","2277.9488","100685.3348","6/7/2013 12:00:00 AM"
"386","4","4","253","1590","1","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","525.0000","42.0000","13.1250","580.1250","6/7/2013 12:00:00 AM"
"387","4","4","255","1514","5","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","2003.6835","160.2947","50.0921","2214.0703","6/7/2013 12:00:00 AM"
"388","4","4","252","1498","4","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","26455.2750","2116.4220","661.3819","29233.0789","6/7/2013 12:00:00 AM"
"389","4","4","259","1674","2","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","944.3700","75.5496","23.6093","1043.5289","6/7/2013 12:00:00 AM"
"390","4","4","260","1652","4","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","48186.6000","3854.9280","1204.6650","53246.1930","6/7/2013 12:00:00 AM"
"391","4","4","258","1578","5","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","26720.9250","2137.6740","668.0231","29526.6221","6/7/2013 12:00:00 AM"
"392","4","4","250","1538","5","5/29/2013 12:00:00 AM","6/7/2013 12:00:00 AM","37843.5750","3027.4860","946.0894","41817.1504","6/7/2013 12:00:00 AM"
"393","4","4","257","1556","4","6/11/2013 12:00:00 AM","6/20/2013 12:00:00 AM","25531.2750","2042.5020","638.2819","28212.0589","6/20/2013 12:00:00 AM"
"394","4","3","261","1554","5","6/11/2013 12:00:00 AM","6/20/2013 12:00:00 AM","278.8380","22.3070","6.9710","308.1160","6/20/2013 12:00:00 AM"
"395","4","4","251","1688","4","6/11/2013 12:00:00 AM","6/20/2013 12:00:00 AM","125.7480","10.0598","3.1437","138.9515","6/20/2013 12:00:00 AM"
"396","4","4","253","1580","5","6/11/2013 12:00:00 AM","6/20/2013 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","6/20/2013 12:00:00 AM"
"397","4","4","255","1496","5","6/25/2013 12:00:00 AM","7/4/2013 12:00:00 AM","839.7900","67.1832","20.9948","927.9680","7/4/2013 12:00:00 AM"
"398","4","4","256","1494","2","6/25/2013 12:00:00 AM","7/4/2013 12:00:00 AM","8847.3000","707.7840","221.1825","9776.2665","7/4/2013 12:00:00 AM"
"399","4","4","259","1650","5","6/25/2013 12:00:00 AM","7/4/2013 12:00:00 AM","171.0765","13.6861","4.2769","189.0395","7/4/2013 12:00:00 AM"
"400","4","4","260","1654","4","6/25/2013 12:00:00 AM","7/4/2013 12:00:00 AM","20397.3000","1631.7840","509.9325","22539.0165","7/4/2013 12:00:00 AM"
"401","4","4","258","1664","3","6/25/2013 12:00:00 AM","7/4/2013 12:00:00 AM","14628.0750","1170.2460","365.7019","16164.0229","7/4/2013 12:00:00 AM"
"402","6","4","254","1678","3","6/25/2013 12:00:00 AM","7/4/2013 12:00:00 AM","33350.6250","2668.0500","833.7656","36852.4406","7/4/2013 12:00:00 AM"
"403","4","4","257","1616","5","6/25/2013 12:00:00 AM","7/4/2013 12:00:00 AM","414.8550","33.1884","10.3714","458.4148","7/4/2013 12:00:00 AM"
"404","4","3","261","1492","5","6/25/2013 12:00:00 AM","7/4/2013 12:00:00 AM","278.8380","22.3070","6.9710","308.1160","7/4/2013 12:00:00 AM"
"405","4","4","251","1602","5","7/12/2013 12:00:00 AM","7/21/2013 12:00:00 AM","1796.0355","143.6828","44.9009","1984.6192","7/21/2013 12:00:00 AM"
"406","4","4","253","1540","4","7/12/2013 12:00:00 AM","7/21/2013 12:00:00 AM","124.3620","9.9490","3.1091","137.4201","7/21/2013 12:00:00 AM"
"407","4","4","255","1628","5","7/12/2013 12:00:00 AM","7/21/2013 12:00:00 AM","34644.2250","2771.5380","866.1056","38281.8686","7/21/2013 12:00:00 AM"
"408","4","4","256","1604","4","7/12/2013 12:00:00 AM","7/21/2013 12:00:00 AM","1839.5055","147.1604","45.9876","2032.6535","7/21/2013 12:00:00 AM"
"409","4","4","259","1690","5","7/22/2013 12:00:00 AM","7/31/2013 12:00:00 AM","146.2860","11.7029","3.6572","161.6461","7/31/2013 12:00:00 AM"
"410","4","4","250","1566","5","7/22/2013 12:00:00 AM","7/31/2013 12:00:00 AM","102.5640","8.2051","2.5641","113.3332","7/31/2013 12:00:00 AM"
"411","4","4","258","1698","5","7/22/2013 12:00:00 AM","7/31/2013 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","7/31/2013 12:00:00 AM"
"412","4","4","254","1560","5","7/22/2013 12:00:00 AM","7/31/2013 12:00:00 AM","13669.4250","1093.5540","341.7356","15104.7146","7/31/2013 12:00:00 AM"
"413","4","4","257","1692","5","7/30/2013 12:00:00 AM","8/8/2013 12:00:00 AM","9948.3300","795.8664","248.7083","10992.9047","8/8/2013 12:00:00 AM"
"414","6","3","261","1696","2","7/30/2013 12:00:00 AM","8/8/2013 12:00:00 AM","28343.7000","2267.4960","708.5925","31319.7885","8/8/2013 12:00:00 AM"
"415","4","4","251","1504","1","7/30/2013 12:00:00 AM","8/8/2013 12:00:00 AM","551.8800","44.1504","13.7970","609.8274","8/8/2013 12:00:00 AM"
"416","4","4","253","1544","1","7/30/2013 12:00:00 AM","8/8/2013 12:00:00 AM","6987.7500","559.0200","174.6938","7721.4638","8/8/2013 12:00:00 AM"
"417","4","4","259","1514","5","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","2003.6835","160.2947","50.0921","2214.0703","8/13/2013 12:00:00 AM"
"418","4","4","260","1498","4","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","26455.2750","2116.4220","661.3819","29233.0789","8/13/2013 12:00:00 AM"
"419","4","4","258","1674","2","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","944.3700","75.5496","23.6093","1043.5289","8/13/2013 12:00:00 AM"
"420","4","4","250","1652","1","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","3401.4750","272.1180","85.0369","3758.6299","8/13/2013 12:00:00 AM"
"421","4","4","257","1578","3","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","62843.5500","5027.4840","1571.0888","69442.1228","8/13/2013 12:00:00 AM"
"422","4","4","261","1538","5","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","37843.5750","3027.4860","946.0894","41817.1504","8/13/2013 12:00:00 AM"
"423","4","4","251","1556","4","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","25531.2750","2042.5020","638.2819","28212.0589","8/13/2013 12:00:00 AM"
"424","4","4","253","1554","5","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","285.3585","22.8287","7.1340","315.3212","8/13/2013 12:00:00 AM"
"425","4","4","255","1688","4","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","125.7480","10.0598","3.1437","138.9515","8/13/2013 12:00:00 AM"
"426","4","4","256","1580","5","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","8/13/2013 12:00:00 AM"
"427","4","4","259","1496","4","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","764.1900","61.1352","19.1048","844.4300","8/13/2013 12:00:00 AM"
"428","4","4","260","1494","2","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","8847.3000","707.7840","221.1825","9776.2665","8/13/2013 12:00:00 AM"
"429","4","4","258","1650","5","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","171.0765","13.6861","4.2769","189.0395","8/13/2013 12:00:00 AM"
"430","4","4","254","1654","4","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","20397.3000","1631.7840","509.9325","22539.0165","8/13/2013 12:00:00 AM"
"431","4","4","257","1664","3","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","14628.0750","1170.2460","365.7019","16164.0229","8/13/2013 12:00:00 AM"
"432","4","4","261","1678","4","8/4/2013 12:00:00 AM","8/13/2013 12:00:00 AM","25334.9250","2026.7940","633.3731","27995.0921","8/13/2013 12:00:00 AM"
"433","5","4","251","1616","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","395.9550","31.6764","9.8989","437.5303","8/14/2013 12:00:00 AM"
"434","4","4","253","1492","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","285.3585","22.8287","7.1340","315.3212","8/14/2013 12:00:00 AM"
"435","4","4","255","1602","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","1796.0355","143.6828","44.9009","1984.6192","8/14/2013 12:00:00 AM"
"436","4","4","256","1540","4","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","501.1965","40.0957","12.5299","553.8221","8/14/2013 12:00:00 AM"
"437","4","4","259","1628","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","34644.2250","2771.5380","866.1056","38281.8686","8/14/2013 12:00:00 AM"
"438","4","4","250","1604","4","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","1839.5055","147.1604","45.9876","2032.6535","8/14/2013 12:00:00 AM"
"439","4","4","258","1690","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","146.2860","11.7029","3.6572","161.6461","8/14/2013 12:00:00 AM"
"440","4","4","254","1566","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","102.5640","8.2051","2.5641","113.3332","8/14/2013 12:00:00 AM"
"441","4","4","257","1698","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","8/14/2013 12:00:00 AM"
"442","4","4","261","1560","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","13669.4250","1093.5540","341.7356","15104.7146","8/14/2013 12:00:00 AM"
"443","4","4","251","1692","5","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","9637.1100","770.9688","240.9278","10649.0066","8/14/2013 12:00:00 AM"
"444","4","4","253","1696","4","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","34118.7000","2729.4960","852.9675","37701.1635","8/14/2013 12:00:00 AM"
"445","4","4","255","1504","1","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","551.8800","44.1504","13.7970","609.8274","8/14/2013 12:00:00 AM"
"446","4","4","256","1544","1","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","6987.7500","559.0200","174.6938","7721.4638","8/14/2013 12:00:00 AM"
"447","4","4","259","1530","2","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","28072.2750","2245.7820","701.8069","31019.8639","8/14/2013 12:00:00 AM"
"448","4","4","260","1508","1","8/5/2013 12:00:00 AM","8/14/2013 12:00:00 AM","37312.2750","2984.9820","932.8069","41230.0639","8/14/2013 12:00:00 AM"
"449","4","4","250","1694","1","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","7623.0000","609.8400","190.5750","8423.4150","8/15/2013 12:00:00 AM"
"450","4","4","254","1624","2","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","28297.5000","2263.8000","707.4375","31268.7375","8/15/2013 12:00:00 AM"
"451","4","4","257","1548","2","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","59.9445","4.7956","1.4986","66.2387","8/15/2013 12:00:00 AM"
"452","4","4","261","1598","4","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","234.6435","18.7715","5.8661","259.2811","8/15/2013 12:00:00 AM"
"453","4","4","251","1658","5","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","8/15/2013 12:00:00 AM"
"454","4","4","253","1536","4","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","247.2435","19.7795","6.1811","273.2041","8/15/2013 12:00:00 AM"
"455","4","4","255","1568","2","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","49376.2500","3950.1000","1234.4063","54560.7563","8/15/2013 12:00:00 AM"
"456","8","4","256","1648","5","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","142.4115","11.3929","3.5603","157.3647","8/15/2013 12:00:00 AM"
"457","4","4","259","1646","2","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","48030.6750","3842.4540","1200.7669","53073.8959","8/15/2013 12:00:00 AM"
"458","4","4","260","1672","4","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","51113.7480","4089.0998","1277.8437","56480.6915","8/15/2013 12:00:00 AM"
"459","4","4","258","1600","1","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","1276.2750","102.1020","31.9069","1410.2839","8/15/2013 12:00:00 AM"
"460","4","4","254","1522","1","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","2003.9250","160.3140","50.0981","2214.3371","8/15/2013 12:00:00 AM"
"461","4","4","257","1570","4","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","22516.7250","1801.3380","562.9181","24880.9811","8/15/2013 12:00:00 AM"
"462","4","4","261","1516","1","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","454.8600","36.3888","11.3715","502.6203","8/15/2013 12:00:00 AM"
"463","4","4","251","1506","5","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","8/15/2013 12:00:00 AM"
"464","4","4","253","1626","2","8/6/2013 12:00:00 AM","8/15/2013 12:00:00 AM","7132.1250","570.5700","178.3031","7880.9981","8/15/2013 12:00:00 AM"
"465","4","4","255","1542","2","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","28343.7000","2267.4960","708.5925","31319.7885","8/16/2013 12:00:00 AM"
"466","4","4","256","1610","4","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","22516.7250","1801.3380","562.9181","24880.9811","8/16/2013 12:00:00 AM"
"467","4","4","252","1638","5","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","34644.2250","2771.5380","866.1056","38281.8686","8/16/2013 12:00:00 AM"
"468","4","4","260","1582","5","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","694.1655","55.5332","17.3541","767.0528","8/16/2013 12:00:00 AM"
"469","4","4","258","1510","5","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","143.0415","11.4433","3.5760","158.0608","8/16/2013 12:00:00 AM"
"470","4","4","254","1526","2","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","28199.3250","2255.9460","704.9831","31160.2541","8/16/2013 12:00:00 AM"
"471","4","4","257","1644","1","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","3713.3250","297.0660","92.8331","4103.2241","8/16/2013 12:00:00 AM"
"472","4","4","261","1680","5","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","8/16/2013 12:00:00 AM"
"473","4","4","250","1584","5","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","9799.6500","783.9720","244.9913","10828.6133","8/16/2013 12:00:00 AM"
"474","4","4","253","1620","5","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","5711.4750","456.9180","142.7869","6311.1799","8/16/2013 12:00:00 AM"
"475","4","4","255","1666","4","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","1503.1800","120.2544","37.5795","1661.0139","8/16/2013 12:00:00 AM"
"476","4","4","256","1592","2","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","97.9650","7.8372","2.4491","108.2513","8/16/2013 12:00:00 AM"
"477","4","4","259","1618","4","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","114.4710","9.1577","2.8618","126.4905","8/16/2013 12:00:00 AM"
"478","4","4","260","1612","4","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","132.6465","10.6117","3.3162","146.5744","8/16/2013 12:00:00 AM"
"479","4","4","258","1586","5","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","43878.4500","3510.2760","1096.9613","48485.6873","8/16/2013 12:00:00 AM"
"480","4","4","254","1500","1","8/7/2013 12:00:00 AM","8/16/2013 12:00:00 AM","418.9500","33.5160","10.4738","462.9398","8/16/2013 12:00:00 AM"
"481","4","4","252","1656","5","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","566.0865","45.2869","14.1522","625.5256","8/17/2013 12:00:00 AM"
"482","4","4","261","1572","1","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","461.7900","36.9432","11.5448","510.2780","8/17/2013 12:00:00 AM"
"483","4","4","251","1562","4","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","377.0550","30.1644","9.4264","416.6458","8/17/2013 12:00:00 AM"
"484","4","4","253","1662","2","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","37.0755","2.9660","0.9269","40.9684","8/17/2013 12:00:00 AM"
"485","4","4","255","1682","4","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","21558.0750","1724.6460","538.9519","23821.6729","8/17/2013 12:00:00 AM"
"486","4","4","256","1686","4","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","507.0870","40.5670","12.6772","560.3312","8/17/2013 12:00:00 AM"
"487","4","4","259","1684","5","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","86220.7500","6897.6600","2155.5188","95273.9288","8/17/2013 12:00:00 AM"
"488","4","4","260","1534","5","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","696.5280","55.7222","17.4132","769.6634","8/17/2013 12:00:00 AM"
"489","4","4","258","1614","4","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","663.4530","53.0762","16.5863","733.1155","8/17/2013 12:00:00 AM"
"490","4","4","254","1588","5","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","40471.2000","3237.6960","1011.7800","44720.6760","8/17/2013 12:00:00 AM"
"491","4","4","257","1622","4","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","259.8435","20.7875","6.4961","287.1271","8/17/2013 12:00:00 AM"
"492","4","4","261","1632","5","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","38421.0750","3073.6860","960.5269","42455.2879","8/17/2013 12:00:00 AM"
"493","4","4","251","1608","5","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","5948.2500","475.8600","148.7063","6572.8163","8/17/2013 12:00:00 AM"
"494","4","4","253","1576","5","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","91117.9500","7289.4360","2277.9488","100685.3348","8/17/2013 12:00:00 AM"
"495","4","4","255","1590","1","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","525.0000","42.0000","13.1250","580.1250","8/17/2013 12:00:00 AM"
"496","4","4","256","1514","5","8/8/2013 12:00:00 AM","8/17/2013 12:00:00 AM","2003.6835","160.2947","50.0921","2214.0703","8/17/2013 12:00:00 AM"
"497","4","4","259","1498","4","8/10/2013 12:00:00 AM","8/19/2013 12:00:00 AM","26455.2750","2116.4220","661.3819","29233.0789","8/19/2013 12:00:00 AM"
"498","4","4","260","1674","2","8/10/2013 12:00:00 AM","8/19/2013 12:00:00 AM","944.3700","75.5496","23.6093","1043.5289","8/19/2013 12:00:00 AM"
"499","4","4","258","1652","4","8/10/2013 12:00:00 AM","8/19/2013 12:00:00 AM","51588.0750","4127.0460","1289.7019","57004.8229","8/19/2013 12:00:00 AM"
"500","4","4","254","1578","3","8/10/2013 12:00:00 AM","8/19/2013 12:00:00 AM","62843.5500","5027.4840","1571.0888","69442.1228","8/19/2013 12:00:00 AM"
"501","4","4","257","1538","5","8/10/2013 12:00:00 AM","8/19/2013 12:00:00 AM","37843.5750","3027.4860","946.0894","41817.1504","8/19/2013 12:00:00 AM"
"502","4","4","261","1556","4","8/10/2013 12:00:00 AM","8/19/2013 12:00:00 AM","25531.2750","2042.5020","638.2819","28212.0589","8/19/2013 12:00:00 AM"
"503","4","4","251","1554","4","8/10/2013 12:00:00 AM","8/19/2013 12:00:00 AM","402.7275","32.2182","10.0682","445.0139","8/19/2013 12:00:00 AM"
"504","4","4","253","1688","4","8/10/2013 12:00:00 AM","8/19/2013 12:00:00 AM","125.7480","10.0598","3.1437","138.9515","8/19/2013 12:00:00 AM"
"505","4","4","252","1580","5","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","8/20/2013 12:00:00 AM"
"506","4","4","256","1496","4","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","465.2865","37.2229","11.6322","514.1416","8/20/2013 12:00:00 AM"
"507","4","4","259","1494","2","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","8847.3000","707.7840","221.1825","9776.2665","8/20/2013 12:00:00 AM"
"508","4","4","260","1650","5","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","171.0765","13.6861","4.2769","189.0395","8/20/2013 12:00:00 AM"
"509","4","4","258","1654","4","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","20397.3000","1631.7840","509.9325","22539.0165","8/20/2013 12:00:00 AM"
"510","4","4","254","1664","3","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","14628.0750","1170.2460","365.7019","16164.0229","8/20/2013 12:00:00 AM"
"511","4","4","257","1678","3","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","58685.5500","4694.8440","1467.1388","64847.5328","8/20/2013 12:00:00 AM"
"512","4","4","261","1616","4","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","259.8435","20.7875","6.4961","287.1271","8/20/2013 12:00:00 AM"
"513","4","4","251","1492","4","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","402.7275","32.2182","10.0682","445.0139","8/20/2013 12:00:00 AM"
"514","4","4","253","1602","5","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","270.8055","21.6644","6.7701","299.2400","8/20/2013 12:00:00 AM"
"515","4","4","255","1540","4","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","2551.3110","204.1049","63.7828","2819.1987","8/20/2013 12:00:00 AM"
"516","4","4","252","1628","5","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","34644.2250","2771.5380","866.1056","38281.8686","8/20/2013 12:00:00 AM"
"517","4","4","259","1604","4","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","1839.5055","147.1604","45.9876","2032.6535","8/20/2013 12:00:00 AM"
"518","4","4","260","1690","5","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","146.2860","11.7029","3.6572","161.6461","8/20/2013 12:00:00 AM"
"519","4","4","258","1566","5","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","102.5640","8.2051","2.5641","113.3332","8/20/2013 12:00:00 AM"
"520","4","4","250","1698","5","8/11/2013 12:00:00 AM","8/20/2013 12:00:00 AM","150.7905","12.0632","3.7698","166.6235","8/20/2013 12:00:00 AM"
"521","4","4","257","1560","5","8/12/2013 12:00:00 AM","8/21/2013 12:00:00 AM","13669.4250","1093.5540","341.7356","15104.7146","8/21/2013 12:00:00 AM"
"522","4","4","261","1692","5","8/12/2013 12:00:00 AM","8/21/2013 12:00:00 AM","6756.1200","540.4896","168.9030","7465.5126","8/21/2013 12:00:00 AM"
