"ProductID","StartDate","EndDate","StandardCost","ModifiedDate"
"864","5/30/2013 12:00:00 AM","","23.7490","5/16/2013 12:00:00 AM"
"865","5/30/2013 12:00:00 AM","","23.7490","5/16/2013 12:00:00 AM"
"866","5/30/2013 12:00:00 AM","","23.7490","5/16/2013 12:00:00 AM"
"867","5/30/2013 12:00:00 AM","","26.1763","5/16/2013 12:00:00 AM"
"868","5/30/2013 12:00:00 AM","","26.1763","5/16/2013 12:00:00 AM"
"869","5/30/2013 12:00:00 AM","","26.1763","5/16/2013 12:00:00 AM"
"870","5/30/2013 12:00:00 AM","","1.8663","5/16/2013 12:00:00 AM"
"871","5/30/2013 12:00:00 AM","","3.7363","5/16/2013 12:00:00 AM"
"872","5/30/2013 12:00:00 AM","","3.3623","5/16/2013 12:00:00 AM"
"873","5/30/2013 12:00:00 AM","","0.8565","5/16/2013 12:00:00 AM"
"874","5/30/2013 12:00:00 AM","","3.3623","5/16/2013 12:00:00 AM"
"875","5/30/2013 12:00:00 AM","","3.3623","5/16/2013 12:00:00 AM"
"876","5/30/2013 12:00:00 AM","","44.8800","5/16/2013 12:00:00 AM"
"877","5/30/2013 12:00:00 AM","","2.9733","5/16/2013 12:00:00 AM"
"878","5/30/2013 12:00:00 AM","","8.2205","5/16/2013 12:00:00 AM"
"879","5/30/2013 12:00:00 AM","","59.4660","5/16/2013 12:00:00 AM"
"880","5/30/2013 12:00:00 AM","","20.5663","5/16/2013 12:00:00 AM"
"881","5/30/2013 12:00:00 AM","","41.5723","5/16/2013 12:00:00 AM"
"882","5/30/2013 12:00:00 AM","","41.5723","5/16/2013 12:00:00 AM"
"883","5/30/2013 12:00:00 AM","","41.5723","5/16/2013 12:00:00 AM"
"884","5/30/2013 12:00:00 AM","","41.5723","5/16/2013 12:00:00 AM"
"885","5/30/2013 12:00:00 AM","","601.7437","5/16/2013 12:00:00 AM"
"886","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"887","5/30/2013 12:00:00 AM","","601.7437","5/16/2013 12:00:00 AM"
"888","5/30/2013 12:00:00 AM","","601.7437","5/16/2013 12:00:00 AM"
"889","5/30/2013 12:00:00 AM","","601.7437","5/16/2013 12:00:00 AM"
"890","5/30/2013 12:00:00 AM","","601.7437","5/16/2013 12:00:00 AM"
"891","5/30/2013 12:00:00 AM","","601.7437","5/16/2013 12:00:00 AM"
"892","5/30/2013 12:00:00 AM","","601.7437","5/16/2013 12:00:00 AM"
"893","5/30/2013 12:00:00 AM","","601.7437","5/16/2013 12:00:00 AM"
"894","5/30/2013 12:00:00 AM","","53.9282","5/16/2013 12:00:00 AM"
"895","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"896","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"897","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"898","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"899","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"900","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"901","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"902","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"903","5/30/2013 12:00:00 AM","","199.8519","5/16/2013 12:00:00 AM"
"904","5/30/2013 12:00:00 AM","","199.3757","5/16/2013 12:00:00 AM"
"905","5/30/2013 12:00:00 AM","","199.3757","5/16/2013 12:00:00 AM"
"906","5/30/2013 12:00:00 AM","","199.3757","5/16/2013 12:00:00 AM"
"907","5/30/2013 12:00:00 AM","","47.2860","5/16/2013 12:00:00 AM"
"908","5/30/2013 12:00:00 AM","","12.0413","5/16/2013 12:00:00 AM"
"909","5/30/2013 12:00:00 AM","","17.3782","5/16/2013 12:00:00 AM"
"910","5/30/2013 12:00:00 AM","","23.3722","5/16/2013 12:00:00 AM"
"911","5/30/2013 12:00:00 AM","","12.0413","5/16/2013 12:00:00 AM"
"912","5/30/2013 12:00:00 AM","","17.3782","5/16/2013 12:00:00 AM"
"913","5/30/2013 12:00:00 AM","","23.3722","5/16/2013 12:00:00 AM"
"914","5/30/2013 12:00:00 AM","","12.0413","5/16/2013 12:00:00 AM"
"915","5/30/2013 12:00:00 AM","","17.3782","5/16/2013 12:00:00 AM"
"916","5/30/2013 12:00:00 AM","","23.3722","5/16/2013 12:00:00 AM"
"917","5/30/2013 12:00:00 AM","","144.5938","5/16/2013 12:00:00 AM"
"918","5/30/2013 12:00:00 AM","","144.5938","5/16/2013 12:00:00 AM"
"919","5/30/2013 12:00:00 AM","","144.5938","5/16/2013 12:00:00 AM"
"920","5/30/2013 12:00:00 AM","","144.5938","5/16/2013 12:00:00 AM"
"921","5/30/2013 12:00:00 AM","","1.8663","5/16/2013 12:00:00 AM"
"922","5/30/2013 12:00:00 AM","","1.4923","5/16/2013 12:00:00 AM"
"923","5/30/2013 12:00:00 AM","","1.8663","5/16/2013 12:00:00 AM"
"924","5/30/2013 12:00:00 AM","","136.7850","5/16/2013 12:00:00 AM"
"925","5/30/2013 12:00:00 AM","","136.7850","5/16/2013 12:00:00 AM"
"926","5/30/2013 12:00:00 AM","","136.7850","5/16/2013 12:00:00 AM"
"927","5/30/2013 12:00:00 AM","","136.7850","5/16/2013 12:00:00 AM"
"928","5/30/2013 12:00:00 AM","","9.3463","5/16/2013 12:00:00 AM"
"929","5/30/2013 12:00:00 AM","","11.2163","5/16/2013 12:00:00 AM"
"930","5/30/2013 12:00:00 AM","","13.0900","5/16/2013 12:00:00 AM"
"931","5/30/2013 12:00:00 AM","","8.0373","5/16/2013 12:00:00 AM"
"932","5/30/2013 12:00:00 AM","","9.3463","5/16/2013 12:00:00 AM"
"933","5/30/2013 12:00:00 AM","","12.1924","5/16/2013 12:00:00 AM"
"934","5/30/2013 12:00:00 AM","","10.8423","5/16/2013 12:00:00 AM"
"935","5/30/2013 12:00:00 AM","","17.9776","5/16/2013 12:00:00 AM"
"936","5/30/2013 12:00:00 AM","","27.5680","5/16/2013 12:00:00 AM"
"937","5/30/2013 12:00:00 AM","","35.9596","5/16/2013 12:00:00 AM"
"938","5/30/2013 12:00:00 AM","","17.9776","5/16/2013 12:00:00 AM"
"939","5/30/2013 12:00:00 AM","","27.5680","5/16/2013 12:00:00 AM"
"940","5/30/2013 12:00:00 AM","","35.9596","5/16/2013 12:00:00 AM"
"941","5/30/2013 12:00:00 AM","","35.9596","5/16/2013 12:00:00 AM"
"942","5/30/2013 12:00:00 AM","","199.3757","5/16/2013 12:00:00 AM"
"943","5/30/2013 12:00:00 AM","","136.7850","5/16/2013 12:00:00 AM"
"944","5/30/2013 12:00:00 AM","","144.5938","5/16/2013 12:00:00 AM"
"945","5/30/2013 12:00:00 AM","","40.6216","5/16/2013 12:00:00 AM"
"946","5/30/2013 12:00:00 AM","","20.4640","5/16/2013 12:00:00 AM"
"947","5/30/2013 12:00:00 AM","","40.6571","5/16/2013 12:00:00 AM"
"948","5/30/2013 12:00:00 AM","","47.2860","5/16/2013 12:00:00 AM"
"949","5/30/2013 12:00:00 AM","","77.9176","5/16/2013 12:00:00 AM"
"950","5/30/2013 12:00:00 AM","","113.8816","5/16/2013 12:00:00 AM"
"951","5/30/2013 12:00:00 AM","","179.8156","5/16/2013 12:00:00 AM"
"952","5/30/2013 12:00:00 AM","","8.9866","5/16/2013 12:00:00 AM"
"953","5/30/2013 12:00:00 AM","","755.1508","5/16/2013 12:00:00 AM"
"954","5/30/2013 12:00:00 AM","","1481.9379","5/16/2013 12:00:00 AM"
"955","5/30/2013 12:00:00 AM","","1481.9379","5/16/2013 12:00:00 AM"
"956","5/30/2013 12:00:00 AM","","1481.9379","5/16/2013 12:00:00 AM"
"957","5/30/2013 12:00:00 AM","","1481.9379","5/16/2013 12:00:00 AM"
"958","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"959","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"960","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"961","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"962","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"963","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"964","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"965","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"966","5/30/2013 12:00:00 AM","","1481.9379","5/16/2013 12:00:00 AM"
"967","5/30/2013 12:00:00 AM","","1481.9379","5/16/2013 12:00:00 AM"
"968","5/30/2013 12:00:00 AM","","1481.9379","5/16/2013 12:00:00 AM"
"969","5/30/2013 12:00:00 AM","","1481.9379","5/16/2013 12:00:00 AM"
"970","5/30/2013 12:00:00 AM","","755.1508","5/16/2013 12:00:00 AM"
"971","5/30/2013 12:00:00 AM","","755.1508","5/16/2013 12:00:00 AM"
"972","5/30/2013 12:00:00 AM","","755.1508","5/16/2013 12:00:00 AM"
"973","5/30/2013 12:00:00 AM","","1082.5100","5/16/2013 12:00:00 AM"
"974","5/30/2013 12:00:00 AM","","1082.5100","5/16/2013 12:00:00 AM"
"975","5/30/2013 12:00:00 AM","","1082.5100","5/16/2013 12:00:00 AM"
"976","5/30/2013 12:00:00 AM","","1082.5100","5/16/2013 12:00:00 AM"
"977","5/30/2013 12:00:00 AM","","343.6496","5/16/2013 12:00:00 AM"
"978","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"979","5/30/2013 12:00:00 AM","","461.4448","5/16/2013 12:00:00 AM"
"980","5/30/2013 12:00:00 AM","","419.7784","5/16/2013 12:00:00 AM"
"981","5/30/2013 12:00:00 AM","","419.7784","5/16/2013 12:00:00 AM"
"982","5/30/2013 12:00:00 AM","","419.7784","5/16/2013 12:00:00 AM"
"983","5/30/2013 12:00:00 AM","","419.7784","5/16/2013 12:00:00 AM"
"984","5/30/2013 12:00:00 AM","","308.2179","5/16/2013 12:00:00 AM"
"985","5/30/2013 12:00:00 AM","","308.2179","5/16/2013 12:00:00 AM"
"986","5/30/2013 12:00:00 AM","","308.2179","5/16/2013 12:00:00 AM"
"987","5/30/2013 12:00:00 AM","","308.2179","5/16/2013 12:00:00 AM"
"988","5/30/2013 12:00:00 AM","","308.2179","5/16/2013 12:00:00 AM"
"989","5/30/2013 12:00:00 AM","","294.5797","5/16/2013 12:00:00 AM"
"990","5/30/2013 12:00:00 AM","","294.5797","5/16/2013 12:00:00 AM"
"991","5/30/2013 12:00:00 AM","","294.5797","5/16/2013 12:00:00 AM"
"992","5/30/2013 12:00:00 AM","","294.5797","5/16/2013 12:00:00 AM"
"993","5/30/2013 12:00:00 AM","","294.5797","5/16/2013 12:00:00 AM"
"994","5/30/2013 12:00:00 AM","","23.9716","5/16/2013 12:00:00 AM"
"995","5/30/2013 12:00:00 AM","","44.9506","5/16/2013 12:00:00 AM"
"996","5/30/2013 12:00:00 AM","","53.9416","5/16/2013 12:00:00 AM"
"997","5/30/2013 12:00:00 AM","","343.6496","5/16/2013 12:00:00 AM"
"998","5/30/2013 12:00:00 AM","","343.6496","5/16/2013 12:00:00 AM"
"999","5/30/2013 12:00:00 AM","","343.6496","5/16/2013 12:00:00 AM"
